filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
imdb/benchmarks/ceb/10a/b0fa6a3f8fa1820a4f7be7aeb6b405909834053c.sql,1,6,238398
imdb/benchmarks/job/17f.sql,1,6,72547
imdb/benchmarks/job/8a.sql,1,6,149003
imdb/benchmarks/job/10b.sql,1,6,88408
imdb/benchmarks/ceb/8a/8a458.sql,2,11,232464
imdb/benchmarks/ceb/11b/703ebc6f215f2cfc1a93b38a7df263820024c93f.sql,2,11,232787
imdb/benchmarks/job/18b.sql,1,6,247460
imdb/benchmarks/job/10c.sql,1,6,67340
imdb/benchmarks/job/10a.sql,1,6,229358
imdb/benchmarks/ceb/10a/aa1883d2afa0b06a4d39a9ac7a59f64b70e056bd.sql,1,6,34658
imdb/benchmarks/job/17a.sql,1,6,148693
imdb/benchmarks/ceb/10a/7bcc6d0a7d4f71732a63dd7ed1fa90b920521629.sql,1,6,279475
imdb/benchmarks/ceb/10a/91b99b194361afcf7e32ecc811548342a16e05aa.sql,1,6,75283
imdb/benchmarks/job/17d.sql,1,6,80039
imdb/benchmarks/job/18c.sql,1,6,306135
imdb/benchmarks/job/18a.sql,1,6,35168
imdb/benchmarks/job/17e.sql,1,6,186222
imdb/benchmarks/job/8b.sql,1,6,58380
imdb/benchmarks/ceb/10a/b0fa6a3f8fa1820a4f7be7aeb6b405909834053c.sql,1,6,35518
imdb/benchmarks/job/17f.sql,1,6,135542
imdb/benchmarks/job/10b.sql,1,6,214800
imdb/benchmarks/ceb/8a/8a458.sql,2,11,45667
imdb/benchmarks/job/18b.sql,1,6,48351
imdb/benchmarks/job/8a.sql,1,6,56237
imdb/benchmarks/ceb/11b/703ebc6f215f2cfc1a93b38a7df263820024c93f.sql,2,11,249380
imdb/benchmarks/job/17a.sql,1,6,247047
imdb/benchmarks/job/10a.sql,1,6,221161
imdb/benchmarks/ceb/10a/91b99b194361afcf7e32ecc811548342a16e05aa.sql,1,6,307701
imdb/benchmarks/ceb/10a/7bcc6d0a7d4f71732a63dd7ed1fa90b920521629.sql,1,6,217387
imdb/benchmarks/job/17d.sql,1,6,226494
imdb/benchmarks/job/10c.sql,1,6,46544
imdb/benchmarks/ceb/10a/aa1883d2afa0b06a4d39a9ac7a59f64b70e056bd.sql,1,6,149212
imdb/benchmarks/job/18c.sql,1,6,142270
imdb/benchmarks/job/18a.sql,1,6,228562
imdb/benchmarks/job/17e.sql,1,6,81435
imdb/benchmarks/job/8b.sql,1,6,32862
imdb/benchmarks/ceb/10a/b0fa6a3f8fa1820a4f7be7aeb6b405909834053c.sql,1,6,33332
imdb/benchmarks/job/10b.sql,1,6,36698
imdb/benchmarks/ceb/11b/703ebc6f215f2cfc1a93b38a7df263820024c93f.sql,2,11,182349
imdb/benchmarks/job/17f.sql,1,6,111642
imdb/benchmarks/ceb/8a/8a458.sql,2,11,100913
imdb/benchmarks/job/18b.sql,1,6,187615
imdb/benchmarks/job/8a.sql,1,6,193664
imdb/benchmarks/job/10c.sql,1,6,253513
