filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
tpcds/10gb/queries/85/999.sql,2,7,536752
tpcds/10gb/queries/85/999.sql,2,7,105964
tpcds/10gb/queries/85/999.sql,2,7,444369
tpcds/10gb/queries/85/999.sql,2,7,401706
tpcds/10gb/queries/85/998.sql,2,7,108646
tpcds/10gb/queries/12/999.sql,1,2,325450
tpcds/10gb/queries/12/999.sql,1,2,162223
tpcds/10gb/queries/12/999.sql,1,2,63811
tpcds/10gb/queries/12/999.sql,1,2,239925
tpcds/10gb/queries/12/999.sql,1,2,431546
tpcds/10gb/queries/12/999.sql,1,2,226870
tpcds/10gb/queries/12/999.sql,1,2,406357
tpcds/10gb/queries/12/999.sql,1,2,429937
tpcds/10gb/queries/12/999.sql,1,2,90655
tpcds/10gb/queries/12/999.sql,1,2,230794
tpcds/10gb/queries/12/999.sql,1,2,318807
tpcds/10gb/queries/12/999.sql,1,2,541440
tpcds/10gb/queries/12/999.sql,1,2,412807
tpcds/10gb/queries/12/999.sql,1,2,259440
tpcds/10gb/queries/12/999.sql,1,2,267332
tpcds/10gb/queries/12/999.sql,1,2,584382
tpcds/10gb/queries/12/999.sql,1,2,114887
tpcds/10gb/queries/85/997.sql,2,7,1209437
tpcds/10gb/queries/12/998.sql,1,2,1291161
tpcds/10gb/queries/85/997.sql,2,7,1385943
tpcds/10gb/queries/12/998.sql,1,2,1275092
tpcds/10gb/queries/12/998.sql,1,2,1441609
tpcds/10gb/queries/85/997.sql,2,7,1180702
tpcds/10gb/queries/12/998.sql,1,2,1301798
tpcds/10gb/queries/85/996.sql,2,7,1459470
tpcds/10gb/queries/12/998.sql,1,2,1341472
tpcds/10gb/queries/85/995.sql,2,7,1404126
tpcds/10gb/queries/12/997.sql,1,2,1163017
