filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
tpcds/10gb/queries/12/999.sql,4,2,567126
tpcds/10gb/queries/12/999.sql,4,2,639265
tpcds/10gb/queries/24/999.sql,5,5,181436
tpcds/10gb/queries/24/998.sql,5,5,206971
tpcds/10gb/queries/24/997.sql,5,5,147574
tpcds/10gb/queries/24/997.sql,5,5,174145
tpcds/10gb/queries/24/997.sql,5,5,193229
tpcds/10gb/queries/24/997.sql,5,5,176557
tpcds/10gb/queries/24/997.sql,5,5,170591
tpcds/10gb/queries/24/997.sql,5,5,208557
tpcds/10gb/queries/24/999.sql,5,5,177008
tpcds/10gb/queries/24/998.sql,5,5,207023
tpcds/10gb/queries/24/996.sql,5,5,172716
tpcds/10gb/queries/24/995.sql,5,5,204754
tpcds/10gb/queries/24/994.sql,5,5,179018
tpcds/10gb/queries/24/994.sql,5,5,206531
tpcds/10gb/queries/24/993.sql,5,5,204819
tpcds/10gb/queries/24/992.sql,5,5,164658
tpcds/10gb/queries/24/991.sql,5,5,172232
tpcds/10gb/queries/24/990.sql,5,5,174183
tpcds/10gb/queries/24/99.sql,5,5,159441
tpcds/10gb/queries/24/989.sql,5,5,178515
tpcds/10gb/queries/24/988.sql,5,5,204685
tpcds/10gb/queries/24/987.sql,5,5,146656
tpcds/10gb/queries/24/988.sql,5,5,206673
tpcds/10gb/queries/24/986.sql,5,5,153960
tpcds/10gb/queries/24/985.sql,5,5,204141
tpcds/10gb/queries/24/984.sql,5,5,175442
tpcds/10gb/queries/24/985.sql,5,5,201955
tpcds/10gb/queries/24/985.sql,5,5,208521
tpcds/10gb/queries/24/985.sql,5,5,205161
tpcds/10gb/queries/24/985.sql,5,5,177807
tpcds/10gb/queries/24/983.sql,5,5,152159
tpcds/10gb/queries/24/982.sql,5,5,158960
tpcds/10gb/queries/24/983.sql,5,5,159866
tpcds/10gb/queries/24/982.sql,5,5,149253
tpcds/10gb/queries/24/983.sql,5,5,201619
tpcds/10gb/queries/24/982.sql,5,5,158558
tpcds/10gb/queries/24/983.sql,5,5,172533
tpcds/10gb/queries/24/982.sql,5,5,154217
tpcds/10gb/queries/24/983.sql,5,5,198409
tpcds/10gb/queries/24/982.sql,5,5,208412
tpcds/10gb/queries/85/999.sql,6,7,203154
tpcds/10gb/queries/85/998.sql,6,7,199676
