filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,2,7,1372127
imdb/benchmarks/ceb/10a/ff5392412c047db440be1c25a9368dca0af322a6.sql,2,7,906116
imdb/benchmarks/ceb/10a/7bcc6d0a7d4f71732a63dd7ed1fa90b920521629.sql,2,7,810728
imdb/benchmarks/ceb/10a/7bcc6d0a7d4f71732a63dd7ed1fa90b920521629.sql,2,7,812110
imdb/benchmarks/ceb/4a/4a482.sql,1,6,890943
imdb/benchmarks/job/18c.sql,1,6,950795
imdb/benchmarks/job/8a.sql,1,6,967829
imdb/benchmarks/job/10b.sql,1,6,1122972
imdb/benchmarks/job/10c.sql,1,6,1182537
imdb/benchmarks/job/10a.sql,1,6,1500079
imdb/benchmarks/ceb/10a/d4eec8b3940f97bddc1b30930d723b9b1245aee9.sql,2,7,1012135
imdb/benchmarks/ceb/10a/b0fa6a3f8fa1820a4f7be7aeb6b405909834053c.sql,2,7,1320911
imdb/benchmarks/ceb/10a/4f19c56e1f0ccdeca925474a607fb0d9994532ff.sql,2,7,829966
imdb/benchmarks/ceb/10a/4f19c56e1f0ccdeca925474a607fb0d9994532ff.sql,2,7,980100
imdb/benchmarks/ceb/9b/c70199d95488a4b61c40674bf6853ff1281fdde7.sql,5,11,734816
imdb/benchmarks/ceb/4a/4a129.sql,1,6,1020251
imdb/benchmarks/ceb/10a/aa1883d2afa0b06a4d39a9ac7a59f64b70e056bd.sql,1,6,873118
imdb/benchmarks/ceb/5a/5a254.sql,5,11,1141348
imdb/benchmarks/ceb/10a/f44e11e05312751aed578e99662faaef39704609.sql,3,8,630064
imdb/benchmarks/ceb/10a/f33c42be8454d0e1823e578572022699fb67185d.sql,3,8,772998
imdb/benchmarks/ceb/10a/3272b31ab2c815e3cceca23d845bd2bb6ce9dfa1.sql,1,6,626514
imdb/benchmarks/ceb/10a/6a8c485255dad8338337788b05933746cfba3a86.sql,1,6,627366
imdb/benchmarks/ceb/10a/396bfb4e1af7ece9f86b8a4bc53c4bbac1c7d12b.sql,3,8,646968
imdb/benchmarks/ceb/10a/69392b806b2d245ebf7e4ae196b9947536c45af4.sql,1,6,1118617
imdb/benchmarks/ceb/10a/af3f46ab118a1c2d503aeeee2e8c5ae79687f8a1.sql,1,6,1127460
imdb/benchmarks/ceb/4a/4a211.sql,1,6,763134
imdb/benchmarks/ceb/10a/4b303f7a1aa4d1474bae2a43a7c6d7c251bb574a.sql,1,6,640592
imdb/benchmarks/ceb/4a/4a110.sql,1,6,1097913
imdb/benchmarks/ceb/10a/e36a667e71d4d203c73e4c37a28685c5493e635a.sql,1,6,677892
imdb/benchmarks/ceb/4a/4a137.sql,1,6,655661
imdb/benchmarks/ceb/4a/4a222.sql,1,6,969589
imdb/benchmarks/ceb/10a/4d7460a7ee36c51d68901fe7ac200928f8a1048d.sql,5,11,628765
imdb/benchmarks/job/8b.sql,1,6,1026186
imdb/benchmarks/ceb/10a/b4b3b6a0bb9299cda0685258eb2065128b0a3309.sql,1,6,701619
imdb/benchmarks/ceb/10a/76606f72fdf1a6b058fa85061c5ebaaac1dd0b1f.sql,1,6,704217
imdb/benchmarks/ceb/10a/b4b3b6a0bb9299cda0685258eb2065128b0a3309.sql,1,6,1045388
imdb/benchmarks/job/8d.sql,1,6,823784
imdb/benchmarks/ceb/10a/76606f72fdf1a6b058fa85061c5ebaaac1dd0b1f.sql,1,6,1049305
imdb/benchmarks/job/18b.sql,1,6,749906
imdb/benchmarks/job/8c.sql,1,6,743614
imdb/benchmarks/ceb/10a/c2031b58731c5dcf465df2578d94172cc2eb15a8.sql,1,6,630864
imdb/benchmarks/job/17a.sql,1,6,1031163
imdb/benchmarks/ceb/10a/2da5ee64d2844505bd15346a20859f408ffe41f0.sql,1,6,650549
imdb/benchmarks/ceb/10a/271b8e34f95bb5aa2d619f297bddd0760972b2ec.sql,1,6,626955
imdb/benchmarks/job/17d.sql,1,6,959784
imdb/benchmarks/job/18a.sql,1,6,660968
