filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
tpcds/10gb/queries/12/999.sql,1,2,19684064
tpcds/10gb/queries/12/999.sql,1,2,16947244
tpcds/10gb/queries/48/999.sql,4,4,5293689
tpcds/10gb/queries/37/999.sql,2,3,8166129
tpcds/10gb/queries/12/999.sql,1,2,7191713
tpcds/10gb/queries/12/999.sql,1,2,15962633
tpcds/10gb/queries/48/999.sql,4,4,14459588
tpcds/10gb/queries/12/999.sql,1,2,16613546
tpcds/10gb/queries/37/999.sql,2,3,14959904
tpcds/10gb/queries/12/999.sql,1,2,4989205
tpcds/10gb/queries/48/999.sql,4,4,13878570
tpcds/10gb/queries/37/999.sql,2,3,16614743
tpcds/10gb/queries/12/999.sql,1,2,10413089
tpcds/10gb/queries/12/999.sql,1,2,8216284
tpcds/10gb/queries/37/999.sql,2,3,6866927
tpcds/10gb/queries/48/999.sql,4,4,4159611
tpcds/10gb/queries/37/999.sql,2,3,13088790
tpcds/10gb/queries/48/999.sql,4,4,2530891
tpcds/10gb/queries/12/999.sql,1,2,7898049
tpcds/10gb/queries/12/999.sql,1,2,5434856
tpcds/10gb/queries/48/999.sql,4,4,18381439
tpcds/10gb/queries/37/999.sql,2,3,3426073
tpcds/10gb/queries/12/999.sql,1,2,3041537
tpcds/10gb/queries/12/999.sql,1,2,23359
tpcds/10gb/queries/12/999.sql,1,2,14523021
tpcds/10gb/queries/12/999.sql,1,2,19495663
tpcds/10gb/queries/12/999.sql,1,2,4988704
tpcds/10gb/queries/12/999.sql,1,2,1362776
tpcds/10gb/queries/37/999.sql,2,3,7765797
tpcds/10gb/queries/48/999.sql,4,4,15191808
tpcds/10gb/queries/12/999.sql,1,2,9645274
tpcds/10gb/queries/12/999.sql,1,2,14010560
tpcds/10gb/queries/48/999.sql,4,4,94322
tpcds/10gb/queries/37/999.sql,2,3,821477
tpcds/10gb/queries/12/999.sql,1,2,8918028
tpcds/10gb/queries/12/999.sql,1,2,14138927
tpcds/10gb/queries/48/999.sql,4,4,4708098
tpcds/10gb/queries/37/999.sql,2,3,16085568
tpcds/10gb/queries/12/999.sql,1,2,9904083
tpcds/10gb/queries/12/999.sql,1,2,12615269
tpcds/10gb/queries/12/999.sql,1,2,14578861
tpcds/10gb/queries/12/999.sql,1,2,94365
tpcds/10gb/queries/12/999.sql,1,2,15258174
tpcds/10gb/queries/12/999.sql,1,2,12208593
tpcds/10gb/queries/48/999.sql,4,4,5776291
tpcds/10gb/queries/37/999.sql,2,3,11607306
tpcds/10gb/queries/12/999.sql,1,2,14458554
tpcds/10gb/queries/12/999.sql,1,2,19619203
tpcds/10gb/queries/12/999.sql,1,2,3233404
tpcds/10gb/queries/48/999.sql,4,4,10413090
tpcds/10gb/queries/37/999.sql,2,3,11606874
tpcds/10gb/queries/12/999.sql,1,2,7191479
tpcds/10gb/queries/48/999.sql,4,4,10663303
tpcds/10gb/queries/37/999.sql,2,3,8602050
tpcds/10gb/queries/37/999.sql,2,3,6106573
tpcds/10gb/queries/48/999.sql,4,4,11606009
tpcds/10gb/queries/37/999.sql,2,3,16947877
tpcds/10gb/queries/48/999.sql,4,4,3360583
tpcds/10gb/queries/12/999.sql,1,2,9645941
tpcds/10gb/queries/12/999.sql,1,2,11244500
tpcds/10gb/queries/37/999.sql,2,3,25380
tpcds/10gb/queries/48/999.sql,4,4,25392
tpcds/10gb/queries/12/999.sql,1,2,2716944
tpcds/10gb/queries/12/999.sql,1,2,18580852
tpcds/10gb/queries/12/999.sql,1,2,1686155
tpcds/10gb/queries/12/999.sql,1,2,17472367
tpcds/10gb/queries/48/999.sql,4,4,6621496
tpcds/10gb/queries/37/999.sql,2,3,10349718
tpcds/10gb/queries/12/999.sql,1,2,11691193
tpcds/10gb/queries/48/999.sql,4,4,12958568
tpcds/10gb/queries/37/999.sql,2,3,7394529
tpcds/10gb/queries/12/999.sql,1,2,2980926
tpcds/10gb/queries/12/999.sql,1,2,8530992
tpcds/10gb/queries/12/999.sql,1,2,9253062
tpcds/10gb/queries/12/999.sql,1,2,6491556
tpcds/10gb/queries/12/999.sql,1,2,16016923
tpcds/10gb/queries/12/999.sql,1,2,14695388
tpcds/10gb/queries/37/999.sql,2,3,18045901
tpcds/10gb/queries/48/999.sql,4,4,14831440
tpcds/10gb/queries/12/999.sql,1,2,18716005
tpcds/10gb/queries/12/999.sql,1,2,19683470
tpcds/10gb/queries/12/999.sql,1,2,94366
tpcds/10gb/queries/12/999.sql,1,2,17983950
tpcds/10gb/queries/12/999.sql,1,2,17078991
tpcds/10gb/queries/12/999.sql,1,2,6553468
tpcds/10gb/queries/12/999.sql,1,2,6733373
tpcds/10gb/queries/12/999.sql,1,2,4641917
tpcds/10gb/queries/12/999.sql,1,2,94323
tpcds/10gb/queries/48/999.sql,4,4,10090499
tpcds/10gb/queries/37/999.sql,2,3,3841015
tpcds/10gb/queries/12/999.sql,1,2,93413
tpcds/10gb/queries/12/999.sql,1,2,15964229
tpcds/10gb/queries/12/999.sql,1,2,7969838
tpcds/10gb/queries/12/999.sql,1,2,4436840
tpcds/10gb/queries/48/999.sql,4,4,12895909
tpcds/10gb/queries/37/999.sql,2,3,7055856
tpcds/10gb/queries/12/999.sql,1,2,14073271
tpcds/10gb/queries/12/999.sql,1,2,4641493
tpcds/10gb/queries/48/999.sql,4,4,10159586
tpcds/10gb/queries/37/999.sql,2,3,6108503
tpcds/10gb/queries/12/999.sql,1,2,16421555
tpcds/10gb/queries/12/999.sql,1,2,95344
tpcds/10gb/queries/48/999.sql,4,4,6672356
tpcds/10gb/queries/37/999.sql,2,3,4436159
tpcds/10gb/queries/48/999.sql,4,4,10851022
tpcds/10gb/queries/37/999.sql,2,3,18716006
tpcds/10gb/queries/48/999.sql,4,4,7124003
tpcds/10gb/queries/37/999.sql,2,3,12616559
tpcds/10gb/queries/12/999.sql,1,2,5843053
tpcds/10gb/queries/12/999.sql,1,2,6107638
tpcds/10gb/queries/12/999.sql,1,2,95338
tpcds/10gb/queries/12/999.sql,1,2,8600075
tpcds/10gb/queries/37/999.sql,2,3,16355035
tpcds/10gb/queries/48/999.sql,4,4,2979833
tpcds/10gb/queries/12/999.sql,1,2,7649228
tpcds/10gb/queries/12/999.sql,1,2,24383
tpcds/10gb/queries/37/999.sql,2,3,14330310
tpcds/10gb/queries/48/999.sql,4,4,15192117
tpcds/10gb/queries/12/999.sql,1,2,2398601
tpcds/10gb/queries/12/999.sql,1,2,14578156
tpcds/10gb/queries/12/998.sql,1,2,14522239
tpcds/10gb/queries/12/998.sql,1,2,6553572
tpcds/10gb/queries/12/998.sql,1,2,19684680
tpcds/10gb/queries/12/998.sql,1,2,4029930
tpcds/10gb/queries/37/998.sql,2,3,11527559
tpcds/10gb/queries/48/999.sql,4,4,6425498
tpcds/10gb/queries/12/998.sql,1,2,18975526
tpcds/10gb/queries/12/998.sql,1,2,6230438
tpcds/10gb/queries/12/998.sql,1,2,9253063
tpcds/10gb/queries/12/998.sql,1,2,7261025
tpcds/10gb/queries/12/998.sql,1,2,16613548
tpcds/10gb/queries/12/998.sql,1,2,1945898
tpcds/10gb/queries/48/999.sql,4,4,14762784
tpcds/10gb/queries/37/998.sql,2,3,758494
tpcds/10gb/queries/12/998.sql,1,2,10663305
tpcds/10gb/queries/12/998.sql,1,2,16168100
tpcds/10gb/queries/12/998.sql,1,2,15518600
tpcds/10gb/queries/12/998.sql,1,2,9253064
tpcds/10gb/queries/37/998.sql,2,3,19684065
tpcds/10gb/queries/48/999.sql,4,4,15518601
tpcds/10gb/queries/12/998.sql,1,2,11054006
tpcds/10gb/queries/12/998.sql,1,2,2981296
tpcds/10gb/queries/12/998.sql,1,2,25396
tpcds/10gb/queries/18/999.sql,7,6,11244957
tpcds/10gb/queries/82/999.sql,3,3,17920197
tpcds/10gb/queries/82/998.sql,3,3,8030818
tpcds/10gb/queries/12/998.sql,1,2,16167044
tpcds/10gb/queries/82/997.sql,3,3,8531401
tpcds/10gb/queries/46/995.sql,7,6,17078992
tpcds/10gb/queries/82/996.sql,3,3,11525813
tpcds/10gb/queries/37/997.sql,2,3,2213719
tpcds/10gb/queries/12/997.sql,1,2,19753890
tpcds/10gb/queries/20/999.sql,1,2,6800991
tpcds/10gb/queries/20/999.sql,1,2,2530892
tpcds/10gb/queries/12/996.sql,1,2,23166
tpcds/10gb/queries/12/995.sql,1,2,6994773
tpcds/10gb/queries/12/998.sql,1,2,11826163
tpcds/10gb/queries/12/998.sql,1,2,14201374
tpcds/10gb/queries/12/998.sql,1,2,6168251
tpcds/10gb/queries/12/998.sql,1,2,18580004
tpcds/10gb/queries/12/998.sql,1,2,14201375
tpcds/10gb/queries/12/998.sql,1,2,15520051
tpcds/10gb/queries/12/998.sql,1,2,16947879
tpcds/10gb/queries/12/998.sql,1,2,8918029
tpcds/10gb/queries/12/998.sql,1,2,4642002
tpcds/10gb/queries/12/998.sql,1,2,6995109
tpcds/10gb/queries/12/998.sql,1,2,11244502
tpcds/10gb/queries/12/998.sql,1,2,8791176
tpcds/10gb/queries/12/998.sql,1,2,24128
tpcds/10gb/queries/12/998.sql,1,2,1945761
tpcds/10gb/queries/12/998.sql,1,2,10029248
tpcds/10gb/queries/12/998.sql,1,2,7831858
tpcds/10gb/queries/12/998.sql,1,2,13153842
tpcds/10gb/queries/12/998.sql,1,2,3500988
tpcds/10gb/queries/12/998.sql,1,2,23402
tpcds/10gb/queries/48/998.sql,4,4,9712094
tpcds/10gb/queries/12/998.sql,1,2,1815065
tpcds/10gb/queries/12/998.sql,1,2,3500726
tpcds/10gb/queries/12/998.sql,1,2,6733839
tpcds/10gb/queries/12/998.sql,1,2,5776515
tpcds/10gb/queries/12/998.sql,1,2,25402
tpcds/10gb/queries/12/998.sql,1,2,7394530
tpcds/10gb/queries/12/998.sql,1,2,6553988
tpcds/10gb/queries/12/998.sql,1,2,13475316
tpcds/10gb/queries/37/998.sql,2,3,8602052
tpcds/10gb/queries/48/999.sql,4,4,2716945
tpcds/10gb/queries/12/998.sql,1,2,6621294
tpcds/10gb/queries/12/998.sql,1,2,17218050
tpcds/10gb/queries/12/998.sql,1,2,5974632
tpcds/10gb/queries/12/998.sql,1,2,8856196
tpcds/10gb/queries/37/998.sql,2,3,9118493
tpcds/10gb/queries/48/999.sql,4,4,13344383
tpcds/10gb/queries/12/998.sql,1,2,8333620
tpcds/10gb/queries/12/998.sql,1,2,5217974
tpcds/10gb/queries/12/998.sql,1,2,18511241
tpcds/10gb/queries/12/998.sql,1,2,10413755
tpcds/10gb/queries/12/998.sql,1,2,13344962
tpcds/10gb/queries/12/998.sql,1,2,25022
tpcds/10gb/queries/12/998.sql,1,2,9645277
tpcds/10gb/queries/12/998.sql,1,2,1427199
tpcds/10gb/queries/12/998.sql,1,2,17538844
tpcds/10gb/queries/12/998.sql,1,2,9118494
tpcds/10gb/queries/12/998.sql,1,2,17018452
tpcds/10gb/queries/12/998.sql,1,2,4989147
tpcds/10gb/queries/12/998.sql,1,2,15388555
