filepath,num_joins_in_user_query,num_joins_in_benchmark_query,query_id
imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,1,6,87850
imdb/benchmarks/job/17f.sql,1,6,44628
imdb/benchmarks/ceb/8a/8a99.sql,5,11,20173
imdb/benchmarks/ceb/8a/8a99.sql,5,11,3782
imdb/benchmarks/ceb/8a/8a99.sql,5,11,9888
imdb/benchmarks/ceb/10a/ffa89001847857aea332203f58817579edf17efa.sql,1,6,243137
imdb/benchmarks/job/17f.sql,1,6,272954
imdb/benchmarks/ceb/2a/2a99.sql,4,10,326286
imdb/benchmarks/ceb/8a/8a99.sql,5,11,318334
imdb/benchmarks/ceb/8a/8a99.sql,5,11,317913
imdb/benchmarks/ceb/8a/8a99.sql,5,11,334594
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,292464
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,305378
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,337427
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,309451
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,297249
imdb/benchmarks/ceb/11b/fff7b3029c1269dafc8a42b3a1cf7cc0e994fd15.sql,5,11,295848
imdb/benchmarks/ceb/8a/8a99.sql,5,11,286994
imdb/benchmarks/ceb/8a/8a99.sql,5,11,309296
imdb/benchmarks/ceb/8a/8a99.sql,5,11,225494
imdb/benchmarks/ceb/8a/8a99.sql,5,11,196205
imdb/benchmarks/ceb/8a/8a98.sql,5,11,271719
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,286122
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,239087
imdb/benchmarks/ceb/8a/8a98.sql,5,11,282088
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,243854
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,197026
imdb/benchmarks/ceb/8a/8a98.sql,5,11,345454
imdb/benchmarks/ceb/8a/8a98.sql,5,11,332088
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,328010
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,234413
imdb/benchmarks/ceb/11b/fce5c5de24dbf6034bb0b4698816bc2b19670dce.sql,5,11,278935
